SourceRow;WorkerID;Prefix_ASC;ActualBlock2;CalcBlock2;Block2_OK;P12_Actual;P12_Calc;P12_Delta;P13_Actual;P13_Calc;P13_Delta;P14_Actual;P14_Calc;P14_Delta;P15_Actual;P15_Calc;P15_Delta;P16_Actual;P16_Calc;P16_Delta;P17_Actual;P17_Calc;P17_Delta;P18_Actual;P18_Calc;P18_Delta;P19_Actual;P19_Calc;P19_Delta;P20_Actual;P20_Calc;P20_Delta;P21_Actual;P21_Calc;P21_Delta;P22_Actual;P22_Calc;P22_Delta;;SOUHRN;
200;1LA0000101;47;1U1W2N2C1V1W1V1W1X1V1W;1U1W2N2C1V1W1V1W1X1V1W;PRAVDA;66;66;0;68;68;0;95;95;0;84;84;0;67;67;0;68;68;0;67;67;0;68;68;0;69;69;0;67;67;0;68;68;0;;;
201;1U80000101;47;1U1W2W231V1W1V1W1X1V1W;1U1W2W231V1W1V1W1X1V1W;PRAVDA;66;66;0;68;68;0;104;104;0;75;75;0;67;67;0;68;68;0;67;67;0;68;68;0;69;69;0;67;67;0;68;68;0;;;
202;1V70000101;47;1U1W2X221V1W1V1W1X1V1W;1U1W2X221V1W1V1W1X1V1W;PRAVDA;66;66;0;68;68;0;105;105;0;74;74;0;67;67;0;68;68;0;67;67;0;68;68;0;69;69;0;67;67;0;68;68;0;;;
203;5X10000101;47;1U202Z1W1V1W1V1W1X1V1W;1U202Z1W1V1W1V1W1X1V1W;PRAVDA;66;66;0;72;72;0;107;107;0;68;68;0;67;67;0;68;68;0;67;67;0;68;68;0;69;69;0;67;67;0;68;68;0;;;
204;NQFSJ00101;47;1U2P2S2H2U2L1V1W1X1V1W;1U2P2S2H2U2L1V1W1X1V1W;PRAVDA;66;66;0;97;97;0;100;100;0;89;89;0;102;102;0;93;93;0;67;67;0;68;68;0;69;69;0;67;67;0;68;68;0;;;
205;PHSMJ00101;47;1U2R2J2U2O2L1V1W1X1V1W;1U2R2J2U2O2L1V1W1X1V1W;PRAVDA;66;66;0;99;99;0;91;91;0;102;102;0;96;96;0;93;93;0;67;67;0;68;68;0;69;69;0;67;67;0;68;68;0;;;
206;VY3VJ00101;47;1U2X301Y2X2L1V1W1X1V1W;1U2X301Y2X2L1V1W1X1V1W;PRAVDA;66;66;0;105;105;0;108;108;0;70;70;0;105;105;0;93;93;0;67;67;0;68;68;0;69;69;0;67;67;0;68;68;0;;;
207;Z3YRJ00101;47;1U311Y302T2L1V1W1X1V1W;1U311Y302T2L1V1W1X1V1W;PRAVDA;66;66;0;109;109;0;70;70;0;108;108;0;101;101;0;93;93;0;67;67;0;68;68;0;69;69;0;67;67;0;68;68;0;;;
208;1KC0000101;48;1W1X2N2F1W1X1W1X1Y1W1X;1W1X2N2F1W1X1W1X1Y1W1X;PRAVDA;68;68;0;69;69;0;95;95;0;87;87;0;68;68;0;69;69;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
209;1MA0000101;48;1W1X2P2D1W1X1W1X1Y1W1X;1W1X2P2D1W1X1W1X1Y1W1X;PRAVDA;68;68;0;69;69;0;97;97;0;85;85;0;68;68;0;69;69;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
210;1V80000101;48;1W1X2Y241W1X1W1X1Y1W1X;1W1X2Y241W1X1W1X1Y1W1X;PRAVDA;68;68;0;69;69;0;106;106;0;76;76;0;68;68;0;69;69;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
211;1X60000101;48;1W1X30221W1X1W1X1Y1W1X;1W1X30221W1X1W1X1Y1W1X;PRAVDA;68;68;0;69;69;0;108;108;0;74;74;0;68;68;0;69;69;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
212;1Y50000101;48;1W1X31211W1X1W1X1Y1W1X;1W1X31211W1X1W1X1Y1W1X;PRAVDA;68;68;0;69;69;0;109;109;0;73;73;0;68;68;0;69;69;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
213;1Z40000101;48;1W1X32201W1X1W1X1Y1W1X;1W1X32201W1X1W1X1Y1W1X;PRAVDA;68;68;0;69;69;0;110;110;0;72;72;0;68;68;0;69;69;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
214;2LA0000101;48;1W1Y2O2D1W1X1W1X1Y1W1X;1W1Y2O2D1W1X1W1X1Y1W1X;PRAVDA;68;68;0;70;70;0;96;96;0;85;85;0;68;68;0;69;69;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
215;7W10000101;48;1W232Z1X1W1X1W1X1Y1W1X;1W232Z1X1W1X1W1X1Y1W1X;PRAVDA;68;68;0;75;75;0;107;107;0;69;69;0;68;68;0;69;69;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
216;NFUPJ00101;48;1W2Q2I2X2S2M1W1X1Y1W1X;1W2Q2I2X2S2M1W1X1Y1W1X;PRAVDA;68;68;0;98;98;0;90;90;0;105;105;0;100;100;0;94;94;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
217;OPJPJ00101;48;1W2R2S2M2S2M1W1X1Y1W1X;1W2R2S2M2S2M1W1X1Y1W1X;PRAVDA;68;68;0;99;99;0;100;100;0;94;94;0;100;100;0;94;94;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
218;OQFSJ00101;48;1W2R2T2I2V2M1W1X1Y1W1X;1W2R2T2I2V2M1W1X1Y1W1X;PRAVDA;68;68;0;99;99;0;101;101;0;90;90;0;103;103;0;94;94;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
219;QTFNJ00101;48;1W2T2W2I2Q2M1W1X1Y1W1X;1W2T2W2I2Q2M1W1X1Y1W1X;PRAVDA;68;68;0;101;101;0;104;104;0;90;90;0;98;98;0;94;94;0;68;68;0;69;69;0;70;70;0;68;68;0;69;69;0;;;
220;V900000101;48;1W2Y251W1X1W1X1W1X1W1X;1W2Y251W1X1W1X1W1X1W1X;PRAVDA;68;68;0;106;106;0;77;77;0;68;68;0;69;69;0;68;68;0;69;69;0;68;68;0;69;69;0;68;68;0;69;69;0;;;
221;1LC0000101;49;1Y1Z2P2G1X1Y1X1Y1Z1X1Y;1Y1Y2P2G1X1Y1X1Y1Z1X1Y;NEPRAVDA;70;70;0;71;70;1;97;97;0;88;88;0;69;69;0;70;70;0;69;69;0;70;70;0;71;71;0;69;69;0;70;70;0;;;
222;1MB0000101;49;1Y1Z2Q2F1X1Y1X1Y1Z1X1Y;1Y1Y2Q2F1X1Y1X1Y1Z1X1Y;NEPRAVDA;70;70;0;71;70;1;98;98;0;87;87;0;69;69;0;70;70;0;69;69;0;70;70;0;71;71;0;69;69;0;70;70;0;;;
223;1W80000101;49;1Y1Z30251X1Y1X1Y1Z1X1Y;1Y1Y30251X1Y1X1Y1Z1X1Y;NEPRAVDA;70;70;0;71;70;1;108;108;0;77;77;0;69;69;0;70;70;0;69;69;0;70;70;0;71;71;0;69;69;0;70;70;0;;;
224;2Z40000101;49;1Y1Z33211X1Y1X1Y1Z1X1Y;1Y1Z33211X1Y1X1Y1Z1X1Y;PRAVDA;70;70;0;71;71;0;111;111;0;73;73;0;69;69;0;70;70;0;69;69;0;70;70;0;71;71;0;69;69;0;70;70;0;;;
225;DRQSJ00101;49;1Y2H2V2U2W2N1X1Y1Z1X1Y;1Y2H2V2U2W2N1X1Y1Z1X1Y;PRAVDA;70;70;0;89;89;0;103;103;0;102;102;0;104;104;0;95;95;0;69;69;0;70;70;0;71;71;0;69;69;0;70;70;0;;;
226;W900000101;49;1Y30261X1Y1X1Y1X1Y1X1Y;1Y30261X1Y1X1Y1X1Y1X1Y;PRAVDA;70;70;0;108;108;0;78;78;0;69;69;0;70;70;0;69;69;0;70;70;0;69;69;0;70;70;0;69;69;0;70;70;0;;;
227;1MC0000101;50;201Z2R2H1Y1Z1Y1Z201Y1Z;201Z2R2H1Y1Z1Y1Z201Y1Z;PRAVDA;72;72;0;71;71;0;99;99;0;89;89;0;70;70;0;71;71;0;70;70;0;71;71;0;72;72;0;70;70;0;71;71;0;;;
228;1NB0000101;50;201Z2S2G1Y1Z1Y1Z201Y1Z;201Z2S2G1Y1Z1Y1Z201Y1Z;PRAVDA;72;72;0;71;71;0;100;100;0;88;88;0;70;70;0;71;71;0;70;70;0;71;71;0;72;72;0;70;70;0;71;71;0;;;
229;1W90000101;50;201Z31271Y1Z1Y1Z201Y1Z;201Z31271Y1Z1Y1Z201Y1Z;PRAVDA;72;72;0;71;71;0;109;109;0;79;79;0;70;70;0;71;71;0;70;70;0;71;71;0;72;72;0;70;70;0;71;71;0;;;
230;1X80000101;50;201Z32261Y1Z1Y1Z201Y1Z;201Z32261Y1Z1Y1Z201Y1Z;PRAVDA;72;72;0;71;71;0;110;110;0;78;78;0;70;70;0;71;71;0;70;70;0;71;71;0;72;72;0;70;70;0;71;71;0;;;
231;2W80000101;50;202131261Y1Z1Y1Z201Y1Z;202031261Y1Z1Y1Z201Y1Z;NEPRAVDA;72;72;0;73;72;1;109;109;0;78;78;0;70;70;0;71;71;0;70;70;0;71;71;0;72;72;0;70;70;0;71;71;0;;;
232;4U80000101;50;20222Z261Y1Z1Y1Z201Y1Z;20222Z261Y1Z1Y1Z201Y1Z;PRAVDA;72;72;0;74;74;0;107;107;0;78;78;0;70;70;0;71;71;0;70;70;0;71;71;0;72;72;0;70;70;0;71;71;0;;;
233;KXKMJ00101;50;202P322P2R2O1Y1Z201Y1Z;202P322P2R2O1Y1Z201Y1Z;PRAVDA;72;72;0;97;97;0;110;110;0;97;97;0;99;99;0;96;96;0;70;70;0;71;71;0;72;72;0;70;70;0;71;71;0;;;
234;PQKOJ00101;50;202U2V2P2T2O1Y1Z201Y1Z;202U2V2P2T2O1Y1Z201Y1Z;PRAVDA;72;72;0;102;102;0;103;103;0;97;97;0;101;101;0;96;96;0;70;70;0;71;71;0;72;72;0;70;70;0;71;71;0;;;
235;ZQBNJ00101;50;20342V2G2S2O1Y1Z201Y1Z;20342V2G2S2O1Y1Z201Y1Z;PRAVDA;72;72;0;112;112;0;103;103;0;88;88;0;100;100;0;96;96;0;70;70;0;71;71;0;72;72;0;70;70;0;71;71;0;;;
236;1NC0000101;51;22202T2I1Z201Z20211Z20;22202T2I1Z201Z20211Z20;PRAVDA;74;74;0;72;72;0;101;101;0;90;90;0;71;71;0;72;72;0;71;71;0;72;72;0;73;73;0;71;71;0;72;72;0;;;
237;1OB0000101;51;22202U2H1Z201Z20211Z20;22202U2H1Z201Z20211Z20;PRAVDA;74;74;0;72;72;0;102;102;0;89;89;0;71;71;0;72;72;0;71;71;0;72;72;0;73;73;0;71;71;0;72;72;0;;;
238;1PA0000101;51;22202V2G1Z201Z20211Z20;22202V2G1Z201Z20211Z20;PRAVDA;74;74;0;72;72;0;103;103;0;88;88;0;71;71;0;72;72;0;71;71;0;72;72;0;73;73;0;71;71;0;72;72;0;;;
239;1X90000101;51;222033281Z201Z20211Z20;222033281Z201Z20211Z20;PRAVDA;74;74;0;72;72;0;111;111;0;80;80;0;71;71;0;72;72;0;71;71;0;72;72;0;73;73;0;71;71;0;72;72;0;;;
240;1Y80000101;51;222034271Z201Z20211Z20;222034271Z201Z20211Z20;PRAVDA;74;74;0;72;72;0;112;112;0;79;79;0;71;71;0;72;72;0;71;71;0;72;72;0;73;73;0;71;71;0;72;72;0;;;
241;2NB0000101;51;22212T2H1Z201Z20211Z20;22212T2H1Z201Z20211Z20;PRAVDA;74;74;0;73;73;0;101;101;0;89;89;0;71;71;0;72;72;0;71;71;0;72;72;0;73;73;0;71;71;0;72;72;0;;;
242;2Z60000101;51;222135251Z201Z20211Z20;222135251Z201Z20211Z20;PRAVDA;74;74;0;73;73;0;113;113;0;77;77;0;71;71;0;72;72;0;71;71;0;72;72;0;73;73;0;71;71;0;72;72;0;;;
243;3W80000101;51;222332271Z201Z20211Z20;222232271Z201Z20211Z20;NEPRAVDA;74;74;0;75;74;1;110;110;0;79;79;0;71;71;0;72;72;0;71;71;0;72;72;0;73;73;0;71;71;0;72;72;0;;;
244;5U80000101;51;222430271Z201Z20211Z20;222430271Z201Z20211Z20;PRAVDA;74;74;0;76;76;0;108;108;0;79;79;0;71;71;0;72;72;0;71;71;0;72;72;0;73;73;0;71;71;0;72;72;0;;;
245;CUQSJ00101;51;222I302W2Y2P1Z20211Z20;222I302W2Y2P1Z20211Z20;PRAVDA;74;74;0;90;90;0;108;108;0;104;104;0;106;106;0;97;97;0;71;71;0;72;72;0;73;73;0;71;71;0;72;72;0;;;
246;1QA0000101;52;24212X2H20212021222021;24212X2H20212021222021;PRAVDA;76;76;0;73;73;0;105;105;0;89;89;0;72;72;0;73;73;0;72;72;0;73;73;0;74;74;0;72;72;0;73;73;0;;;
247;1Y90000101;52;2,42135E+21;2,42135E+21;PRAVDA;76;76;0;73;73;0;113;113;0;81;81;0;72;72;0;73;73;0;72;72;0;73;73;0;74;74;0;72;72;0;73;73;0;;;
248;2Y80000101;52;2,42235E+21;2,42235E+21;PRAVDA;76;76;0;74;74;0;113;113;0;80;80;0;72;72;0;73;73;0;72;72;0;73;73;0;74;74;0;72;72;0;73;73;0;;;
249;4W80000101;52;2,42533E+21;2,42433E+21;NEPRAVDA;76;76;0;77;76;1;111;111;0;80;80;0;72;72;0;73;73;0;72;72;0;73;73;0;74;74;0;72;72;0;73;73;0;;;
250;6U80000101;52;2,42631E+21;2,42631E+21;PRAVDA;76;76;0;78;78;0;109;109;0;80;80;0;72;72;0;73;73;0;72;72;0;73;73;0;74;74;0;72;72;0;73;73;0;;;
251;AUOXJ00101;52;242H312V342Q2021222021;242H312V342Q2021222021;PRAVDA;76;76;0;89;89;0;109;109;0;103;103;0;112;112;0;98;98;0;72;72;0;73;73;0;74;74;0;72;72;0;73;73;0;;;
252;BYPRJ00101;52;242I352W2Y2Q2021222021;242I352W2Y2Q2021222021;PRAVDA;76;76;0;90;90;0;113;113;0;104;104;0;106;106;0;98;98;0;72;72;0;73;73;0;74;74;0;72;72;0;73;73;0;;;
253;1RA0000101;53;26222Z2I21222122232122;26222Z2I21222122232122;PRAVDA;78;78;0;74;74;0;107;107;0;90;90;0;73;73;0;74;74;0;73;73;0;74;74;0;75;75;0;73;73;0;74;74;0;;;
254;3Y80000101;53;2,62436E+21;2,62436E+21;PRAVDA;78;78;0;76;76;0;114;114;0;81;81;0;73;73;0;74;74;0;73;73;0;74;74;0;75;75;0;73;73;0;74;74;0;;;
255;5W80000101;53;2,62734E+21;2,62634E+21;NEPRAVDA;78;78;0;79;78;1;112;112;0;81;81;0;73;73;0;74;74;0;73;73;0;74;74;0;75;75;0;73;73;0;74;74;0;;;
256;AR10000101;53;262I2Z2221222122232122;262I2Z2221222122232122;PRAVDA;78;78;0;90;90;0;107;107;0;74;74;0;73;73;0;74;74;0;73;73;0;74;74;0;75;75;0;73;73;0;74;74;0;;;
257;CE55200101;53;262K2M2627232122232122;262K2M2627232122232122;PRAVDA;78;78;0;92;92;0;94;94;0;78;78;0;79;79;0;75;75;0;73;73;0;74;74;0;75;75;0;73;73;0;74;74;0;;;
258;GQYMJ00101;53;262O2Y362U2R2122232122;262O2Y362U2R2122232122;PRAVDA;78;78;0;96;96;0;106;106;0;114;114;0;102;102;0;99;99;0;73;73;0;74;74;0;75;75;0;73;73;0;74;74;0;;;
259;TQFSJ00101;53;26312Y2N302R2122232122;26312Y2N302R2122232122;PRAVDA;78;78;0;109;109;0;106;106;0;95;95;0;108;108;0;99;99;0;73;73;0;74;74;0;75;75;0;73;73;0;74;74;0;;;
260;WFKVJ00101;53;26342N2S332R2122232122;26342N2S332R2122232122;PRAVDA;78;78;0;112;112;0;95;95;0;100;100;0;111;111;0;99;99;0;73;73;0;74;74;0;75;75;0;73;73;0;74;74;0;;;
261;ZEPOJ00101;53;26372M2X2W2R2122232122;26372M2X2W2R2122232122;PRAVDA;78;78;0;115;115;0;94;94;0;105;105;0;104;104;0;99;99;0;73;73;0;74;74;0;75;75;0;73;73;0;74;74;0;;;
262;6W80000101;54;2829352A22232223242223;2828352A22232223242223;NEPRAVDA;80;80;0;81;80;1;113;113;0;82;82;0;74;74;0;75;75;0;74;74;0;75;75;0;76;76;0;74;74;0;75;75;0;;;
263;1TA0000101;55;2A24332K23242324252324;2A24332K23242324252324;PRAVDA;82;82;0;76;76;0;111;111;0;92;92;0;75;75;0;76;76;0;75;75;0;76;76;0;77;77;0;75;75;0;76;76;0;;;
264;3E04J00101;55;2A262O23272T2324252324;2A262O23272T2324252324;PRAVDA;82;82;0;78;78;0;96;96;0;75;75;0;79;79;0;101;101;0;75;75;0;76;76;0;77;77;0;75;75;0;76;76;0;;;
265;7E0C700101;55;2A2B2O232M2A2324252324;2A2A2O232M2A2324252324;NEPRAVDA;82;82;0;83;82;1;96;96;0;75;75;0;94;94;0;82;82;0;75;75;0;76;76;0;77;77;0;75;75;0;76;76;0;;;
266;7W80000101;55;2A2B362B23242324252324;2A2A362B23242324252324;NEPRAVDA;82;82;0;83;82;1;114;114;0;83;83;0;75;75;0;76;76;0;75;75;0;76;76;0;77;77;0;75;75;0;76;76;0;;;
267;DUOXJ00101;55;2A2N342Y372T2324252324;2A2N342Y372T2324252324;PRAVDA;82;82;0;95;95;0;112;112;0;106;106;0;115;115;0;101;101;0;75;75;0;76;76;0;77;77;0;75;75;0;76;76;0;;;
268;2EG0900101;56;2C262P2R242D2425262425;2C262P2R242D2425262425;PRAVDA;84;84;0;78;78;0;97;97;0;99;99;0;76;76;0;85;85;0;76;76;0;77;77;0;78;78;0;76;76;0;77;77;0;;;
269;8W80000101;56;2C2D372C24252425262425;2C2C372C24252425262425;NEPRAVDA;84;84;0;85;84;1;115;115;0;84;84;0;76;76;0;77;77;0;76;76;0;77;77;0;78;78;0;76;76;0;77;77;0;;;
270;1UB0000101;57;2E26362N25262526272526;2E26362N25262526272526;PRAVDA;86;86;0;78;78;0;114;114;0;95;95;0;77;77;0;78;78;0;77;77;0;78;78;0;79;79;0;77;77;0;78;78;0;;;
271;9W80000101;57;2E2F382D25262526272526;2E2E382D25262526272526;NEPRAVDA;86;86;0;87;86;1;116;116;0;85;85;0;77;77;0;78;78;0;77;77;0;78;78;0;79;79;0;77;77;0;78;78;0;;;
272;GQ00000101;57;2E2S322526252625262526;2E2S322526252625262526;PRAVDA;86;86;0;100;100;0;110;110;0;77;77;0;78;78;0;77;77;0;78;78;0;77;77;0;78;78;0;77;77;0;78;78;0;;;
273;IZSLJ00101;57;2E2U3B342X2V2526272526;2E2U3B342X2V2526272526;PRAVDA;86;86;0;102;102;0;119;119;0;112;112;0;105;105;0;103;103;0;77;77;0;78;78;0;79;79;0;77;77;0;78;78;0;;;
274;JYSLJ00101;57;2E2V3A342X2V2526272526;2E2V3A342X2V2526272526;PRAVDA;86;86;0;103;103;0;118;118;0;112;112;0;105;105;0;103;103;0;77;77;0;78;78;0;79;79;0;77;77;0;78;78;0;;;
275;1VB0000101;58;2G27382O26272627282627;2G27382O26272627282627;PRAVDA;88;88;0;79;79;0;116;116;0;96;96;0;78;78;0;79;79;0;78;78;0;79;79;0;80;80;0;78;78;0;79;79;0;;;
276;AW10000101;58;2G2N392726272627282627;2G2N392726272627282627;PRAVDA;88;88;0;95;95;0;117;117;0;79;79;0;78;78;0;79;79;0;78;78;0;79;79;0;80;80;0;78;78;0;79;79;0;;;
277;KTQSJ00101;58;2G2X3633352W2627282627;2G2X3633352W2627282627;PRAVDA;88;88;0;105;105;0;114;114;0;111;111;0;113;113;0;104;104;0;78;78;0;79;79;0;80;80;0;78;78;0;79;79;0;;;
278;1WB0000101;59;2I283A2P27282728292728;2I283A2P27282728292728;PRAVDA;90;90;0;80;80;0;118;118;0;97;97;0;79;79;0;80;80;0;79;79;0;80;80;0;81;81;0;79;79;0;80;80;0;;;
279;2000000101;59;2I29272827282728292728;2I29272827282728292728;PRAVDA;90;90;0;81;81;0;79;79;0;80;80;0;79;79;0;80;80;0;79;79;0;80;80;0;81;81;0;79;79;0;80;80;0;;;
280;3VA0000101;59;2I2A392O27282728292728;2I2A392O27282728292728;PRAVDA;90;90;0;82;82;0;117;117;0;96;96;0;79;79;0;80;80;0;79;79;0;80;80;0;81;81;0;79;79;0;80;80;0;;;
281;TXHPJ00101;59;2I373B2V332X2728292728;2I373B2V332X2728292728;PRAVDA;90;90;0;115;115;0;119;119;0;103;103;0;111;111;0;105;105;0;79;79;0;80;80;0;81;81;0;79;79;0;80;80;0;;;
282;1200000101;60;2K292A2829282928292829;2K292A2829282928292829;PRAVDA;92;92;0;81;81;0;82;82;0;80;80;0;81;81;0;80;80;0;81;81;0;80;80;0;81;81;0;80;80;0;81;81;0;;;
283;1WC0000101;60;2K293B2R282928292A2829;2K293B2R282928292A2829;PRAVDA;92;92;0;81;81;0;119;119;0;99;99;0;80;80;0;81;81;0;80;80;0;81;81;0;82;82;0;80;80;0;81;81;0;;;
284;2010000101;60;2K2A2829282928292A2829;2K2A2829282928292A2829;PRAVDA;92;92;0;82;82;0;80;80;0;81;81;0;80;80;0;81;81;0;80;80;0;81;81;0;82;82;0;80;80;0;81;81;0;;;
285;3WA0000101;60;2K2B3B2P282928292A2829;2K2B3B2P282928292A2829;PRAVDA;92;92;0;83;83;0;119;119;0;97;97;0;80;80;0;81;81;0;80;80;0;81;81;0;82;82;0;80;80;0;81;81;0;;;
286;5UA0000101;60;2K2D392P282928292A2829;2K2D392P282928292A2829;PRAVDA;92;92;0;85;85;0;117;117;0;97;97;0;80;80;0;81;81;0;80;80;0;81;81;0;82;82;0;80;80;0;81;81;0;;;
287;UXKMJ00101;60;2K393C2Z312Y28292A2829;2K393C2Z312Y28292A2829;PRAVDA;92;92;0;117;117;0;120;120;0;107;107;0;109;109;0;106;106;0;80;80;0;81;81;0;82;82;0;80;80;0;81;81;0;;;
288;1300000101;61;2M2A2C292A292A292A292A;2M2A2C292A292A292A292A;PRAVDA;94;94;0;82;82;0;84;84;0;81;81;0;82;82;0;81;81;0;82;82;0;81;81;0;82;82;0;81;81;0;82;82;0;;;
289;1XC0000101;61;2M2A3D2S292A292A2B292A;2M2A3D2S292A292A2B292A;PRAVDA;94;94;0;82;82;0;121;121;0;100;100;0;81;81;0;82;82;0;81;81;0;82;82;0;83;83;0;81;81;0;82;82;0;;;
290;1YB0000101;61;2M2A3E2R292A292A2B292A;2M2A3E2R292A292A2B292A;PRAVDA;94;94;0;82;82;0;122;122;0;99;99;0;81;81;0;82;82;0;81;81;0;82;82;0;83;83;0;81;81;0;82;82;0;;;
291;1ZA0000101;61;2M2A3F2Q292A292A2B292A;2M2A3F2Q292A292A2B292A;PRAVDA;94;94;0;82;82;0;123;123;0;98;98;0;81;81;0;82;82;0;81;81;0;82;82;0;83;83;0;81;81;0;82;82;0;;;
292;2200000101;61;2M2B2C292A292A292A292A;2M2B2C292A292A292A292A;PRAVDA;94;94;0;83;83;0;84;84;0;81;81;0;82;82;0;81;81;0;82;82;0;81;81;0;82;82;0;81;81;0;82;82;0;;;
293;2XB0000101;61;2M2B3D2R292A292A2B292A;2M2B3D2R292A292A2B292A;PRAVDA;94;94;0;83;83;0;121;121;0;99;99;0;81;81;0;82;82;0;81;81;0;82;82;0;83;83;0;81;81;0;82;82;0;;;
294;2YA0000101;61;2M2B3E2Q292A292A2B292A;2M2B3E2Q292A292A2B292A;PRAVDA;94;94;0;83;83;0;122;122;0;98;98;0;81;81;0;82;82;0;81;81;0;82;82;0;83;83;0;81;81;0;82;82;0;;;
295;NTQSJ00101;61;2M333936382Z292A2B292A;2M333936382Z292A2B292A;PRAVDA;94;94;0;111;111;0;117;117;0;114;114;0;116;116;0;107;107;0;81;81;0;82;82;0;83;83;0;81;81;0;82;82;0;;;
296;1400000101;62;2O2B2E2A2B2A2B2A2B2A2B;2O2B2E2A2B2A2B2A2B2A2B;PRAVDA;96;96;0;83;83;0;86;86;0;82;82;0;83;83;0;82;82;0;83;83;0;82;82;0;83;83;0;82;82;0;83;83;0;;;
297;1ZB0000101;62;2O2B3G2S2A2B2A2B2C2A2B;2O2B3G2S2A2B2A2B2C2A2B;PRAVDA;96;96;0;83;83;0;124;124;0;100;100;0;82;82;0;83;83;0;82;82;0;83;83;0;84;84;0;82;82;0;83;83;0;;;
298;3200000101;62;2O2D2C2A2B2A2B2A2B2A2B;2O2D2C2A2B2A2B2A2B2A2B;PRAVDA;96;96;0;85;85;0;84;84;0;82;82;0;83;83;0;82;82;0;83;83;0;82;82;0;83;83;0;82;82;0;83;83;0;;;
299;1050000101;63;2Q2C2B2G2B2C2B2C2D2B2C;2Q2C2B2G2B2C2B2C2D2B2C;PRAVDA;98;98;0;84;84;0;83;83;0;88;88;0;83;83;0;84;84;0;83;83;0;84;84;0;85;85;0;83;83;0;84;84;0;;;
300;1E1AF00101;63;2Q2C2W2C2S2X2B2C2D2B2C;2Q2C2W2C2S2X2B2C2D2B2C;PRAVDA;98;98;0;84;84;0;104;104;0;84;84;0;100;100;0;105;105;0;83;83;0;84;84;0;85;85;0;83;83;0;84;84;0;;;
301;2400000101;63;2Q2D2F2B2C2B2C2B2C2B2C;2Q2D2F2B2C2B2C2B2C2B2C;PRAVDA;98;98;0;85;85;0;87;87;0;83;83;0;84;84;0;83;83;0;84;84;0;83;83;0;84;84;0;83;83;0;84;84;0;;;
302;IWTTJ00101;63;2Q303E3B3C312B2C2D2B2C;2Q303E3B3C312B2C2D2B2C;PRAVDA;98;98;0;108;108;0;122;122;0;119;119;0;120;120;0;109;109;0;83;83;0;84;84;0;85;85;0;83;83;0;84;84;0;;;
303;XXKMJ00101;63;2Q3F3G3234312B2C2D2B2C;2Q3F3G3234312B2C2D2B2C;PRAVDA;98;98;0;123;123;0;124;124;0;110;110;0;112;112;0;109;109;0;83;83;0;84;84;0;85;85;0;83;83;0;84;84;0;;;
304;1600000101;64;2S2D2I2C2D2C2D2C2D2C2D;2S2D2I2C2D2C2D2C2D2C2D;PRAVDA;100;100;0;85;85;0;90;90;0;84;84;0;85;85;0;84;84;0;85;85;0;84;84;0;85;85;0;84;84;0;85;85;0;;;
305;2050000101;64;2S2E2C2H2C2D2C2D2E2C2D;2S2E2C2H2C2D2C2D2E2C2D;PRAVDA;100;100;0;86;86;0;84;84;0;89;89;0;84;84;0;85;85;0;84;84;0;85;85;0;86;86;0;84;84;0;85;85;0;;;
306;3400000101;64;2S2F2G2C2D2C2D2C2D2C2D;2S2F2G2C2D2C2D2C2D2C2D;PRAVDA;100;100;0;87;87;0;88;88;0;84;84;0;85;85;0;84;84;0;85;85;0;84;84;0;85;85;0;84;84;0;85;85;0;;;
307;4400000101;65;2U2H2I2D2E2D2E2D2E2D2E;2U2H2I2D2E2D2E2D2E2D2E;PRAVDA;102;102;0;89;89;0;90;90;0;85;85;0;86;86;0;85;85;0;86;86;0;85;85;0;86;86;0;85;85;0;86;86;0;;;
308;1260000101;66;2W2F2G2K2E2F2E2F2G2E2F;2W2F2G2K2E2F2E2F2G2E2F;PRAVDA;104;104;0;87;87;0;88;88;0;92;92;0;86;86;0;87;87;0;86;86;0;87;87;0;88;88;0;86;86;0;87;87;0;;;
309;1530000101;66;2W2F2J2H2E2F2E2F2G2E2F;2W2F2J2H2E2F2E2F2G2E2F;PRAVDA;104;104;0;87;87;0;91;91;0;89;89;0;86;86;0;87;87;0;86;86;0;87;87;0;88;88;0;86;86;0;87;87;0;;;
310;2700000101;66;2W2G2L2E2F2E2F2E2F2E2F;2W2G2L2E2F2E2F2E2F2E2F;PRAVDA;104;104;0;88;88;0;93;93;0;86;86;0;87;87;0;86;86;0;87;87;0;86;86;0;87;87;0;86;86;0;87;87;0;;;
