SourceRow;WorkerID;Prefix;Prefix_ASCII;Blok2Raw;Blok2Decoded;TailRaw;TailDecoded;TailLen;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P01_B36;P02_B36;P03_B36;P04_B36;P05_B36;P06_B36;P07_B36;P08_B36;P09_B36;P10_B36;P11_B36;P12_B36;P13_B36;P14_B36;P15_B36;P16_B36;P17_B36;P18_B36;P19_B36;P20_B36;P21_B36;P22_B36;P01_DEC;P02_DEC;P03_DEC;P04_DEC;P05_DEC;P06_DEC;P07_DEC;P08_DEC;P09_DEC;P10_DEC;P11_DEC;P12_DEC;P13_DEC;P14_DEC;P15_DEC;P16_DEC;P17_DEC;P18_DEC;P19_DEC;P20_DEC;P21_DEC;P22_DEC;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T01_B36;T02_B36;T03_B36;T04_B36;T05_B36;T06_B36;T07_B36;T08_B36;T09_B36;T10_B36;T11_B36;T01_DEC;T02_DEC;T03_DEC;T04_DEC;T05_DEC;T06_DEC;T07_DEC;T08_DEC;T09_DEC;T10_DEC;T11_DEC;BeforeDashTrailingChar;TailTrailingChar
311;3510000101;B;66;2W2H2J2F2E2F2E2F2G2E2F;‡xzvuvuvwuv;0K0M0I1D0I0I0H651H;351P110üT;18;3;5;1;0;0;0;0;1;0;1;3;5;1;0;0;0;0;1;0;1;51;53;49;48;48;48;48;49;48;49;0Z;0K;0M;0I;0H;0H;0H;0H;0I;0H;0I;2W;2H;2J;2F;2E;2F;2E;2F;2G;2E;2F;35;20;22;18;17;17;17;17;18;17;18;104;89;91;87;86;87;86;87;88;86;87;66;51;53;49;48;48;48;48;49;48;49;135;120;122;118;117;118;117;118;119;117;118;0K;0M;0I;1D;0I;0I;0H;65;1H;;;20;22;18;49;18;18;17;221;53;;;51;53;49;80;49;49;48;252;84;;;0;
312;7200000101;B;66;2W2L2G2E2F2E2F2E2F2E2F;‡|wuvuvuvuv;0O0J010I0H0I66060;72 101ý%;17;7;2;0;0;0;0;0;1;0;1;7;2;0;0;0;0;0;1;0;1;55;50;48;48;48;48;48;49;48;49;0Z;0O;0J;0H;0H;0H;0H;0H;0I;0H;0I;2W;2L;2G;2E;2F;2E;2F;2E;2F;2E;2F;35;24;19;17;17;17;17;17;18;17;18;104;93;88;86;87;86;87;86;87;86;87;66;55;50;48;48;48;48;48;49;48;49;135;124;119;117;118;117;118;117;118;117;118;0O;0J;01;0I;0H;0I;66;06;;;;24;19;1;18;17;18;222;6;;;;55;50;32;49;48;49;253;37;;;;0;0
313;8010000101;B;66;2W2M2E2F2E2F2E2F2G2E2F;‡}uvuvuvwuv;0P0H0I1D0I0I0H651H;801P110üT;18;8;0;1;0;0;0;0;1;0;1;8;0;1;0;0;0;0;1;0;1;56;48;49;48;48;48;48;49;48;49;0Z;0P;0H;0I;0H;0H;0H;0H;0I;0H;0I;2W;2M;2E;2F;2E;2F;2E;2F;2G;2E;2F;35;25;17;18;17;17;17;17;18;17;18;104;94;86;87;86;87;86;87;88;86;87;66;56;48;49;48;48;48;48;49;48;49;135;125;117;118;117;118;117;118;119;117;118;0P;0H;0I;1D;0I;0I;0H;65;1H;;;25;17;18;49;18;18;17;221;53;;;56;48;49;80;49;49;48;252;84;;;0;
314;ZMQSJ00101;B;66;2W3K373B3D342E2F2G2E2F;‡ź’–Źuvwuv;1N1A1E1G171B0I0I0H631D0;ZMQSJN110úP;23;Z;M;Q;S;J;0;0;1;0;1;35;22;26;28;19;0;0;1;0;1;90;77;81;83;74;48;48;49;48;49;0Z;1N;1A;1E;1G;17;0H;0H;0I;0H;0I;2W;3K;37;3B;3D;34;2E;2F;2G;2E;2F;35;59;46;50;52;43;17;17;18;17;18;104;128;115;119;121;112;86;87;88;86;87;66;90;77;81;83;74;48;48;49;48;49;135;159;146;150;152;143;117;118;119;117;118;1N;1A;1E;1G;17;1B;0I;0I;0H;63;1D;59;46;50;52;43;47;18;18;17;219;49;90;77;81;83;74;78;49;49;48;250;80;0;0
315;1090000101;C;67;2Y2G2F2O2F2G2F2G2H2F2G;‰wvvwvwxvw;0I0H0Q1E0I0H0I651I;109Q101üU;18;1;0;9;0;0;0;0;1;0;1;1;0;9;0;0;0;0;1;0;1;49;48;57;48;48;48;48;49;48;49;10;0I;0H;0Q;0H;0H;0H;0H;0I;0H;0I;2Y;2G;2F;2O;2F;2G;2F;2G;2H;2F;2G;36;18;17;26;17;17;17;17;18;17;18;106;88;87;96;87;88;87;88;89;87;88;67;49;48;57;48;48;48;48;49;48;49;137;119;118;127;118;119;118;119;120;118;119;0I;0H;0Q;1E;0I;0H;0I;65;1I;;;18;17;26;50;18;17;18;221;54;;;49;48;57;81;49;48;49;252;85;;;0;
316;1270000101;C;67;2Y2G2H2M2F2G2F2G2H2F2G;‰wx}vwvwxvw;0I0J0O1E0I0H0I651I;127Q101üU;18;1;2;7;0;0;0;0;1;0;1;1;2;7;0;0;0;0;1;0;1;49;50;55;48;48;48;48;49;48;49;10;0I;0J;0O;0H;0H;0H;0H;0I;0H;0I;2Y;2G;2H;2M;2F;2G;2F;2G;2H;2F;2G;36;18;19;24;17;17;17;17;18;17;18;106;88;89;94;87;88;87;88;89;87;88;67;49;50;55;48;48;48;48;49;48;49;137;119;120;125;118;119;118;119;120;118;119;0I;0J;0O;1E;0I;0H;0I;65;1I;;;18;19;24;50;18;17;18;221;54;;;49;50;55;81;49;48;49;252;85;;;0;
317;1900000101;C;67;2Y2G2O2F2G2F2G2F2G2F2G;‰wvwvwvwvw;0I0Q010I0H0I66060;19 101ý%;17;1;9;0;0;0;0;0;1;0;1;1;9;0;0;0;0;0;1;0;1;49;57;48;48;48;48;48;49;48;49;10;0I;0Q;0H;0H;0H;0H;0H;0I;0H;0I;2Y;2G;2O;2F;2G;2F;2G;2F;2G;2F;2G;36;18;26;17;17;17;17;17;18;17;18;106;88;96;87;88;87;88;87;88;87;88;67;49;57;48;48;48;48;48;49;48;49;137;119;127;118;119;118;119;118;119;118;119;0I;0Q;01;0I;0H;0I;66;06;;;;18;26;1;18;17;18;222;6;;;;49;57;32;49;48;49;253;37;;;;0;0
318;2170000101;C;67;2Y2H2G2M2F2G2F2G2H2F2G;‰xw}vwvwxvw;0J0I0O1E0I0H0I651I;217Q101üU;18;2;1;7;0;0;0;0;1;0;1;2;1;7;0;0;0;0;1;0;1;50;49;55;48;48;48;48;49;48;49;10;0J;0I;0O;0H;0H;0H;0H;0I;0H;0I;2Y;2H;2G;2M;2F;2G;2F;2G;2H;2F;2G;36;19;18;24;17;17;17;17;18;17;18;106;89;88;94;87;88;87;88;89;87;88;67;50;49;55;48;48;48;48;49;48;49;137;120;119;125;118;119;118;119;120;118;119;0J;0I;0O;1E;0I;0H;0I;65;1I;;;19;18;24;50;18;17;18;221;54;;;50;49;55;81;49;48;49;252;85;;;0;
319;2350000101;C;67;2Y2H2I2K2F2G2F2G2H2F2G;‰xy{vwvwxvw;0J0K0M1E0I0H0I651I;235Q101üU;18;2;3;5;0;0;0;0;1;0;1;2;3;5;0;0;0;0;1;0;1;50;51;53;48;48;48;48;49;48;49;10;0J;0K;0M;0H;0H;0H;0H;0I;0H;0I;2Y;2H;2I;2K;2F;2G;2F;2G;2H;2F;2G;36;19;20;22;17;17;17;17;18;17;18;106;89;90;92;87;88;87;88;89;87;88;67;50;51;53;48;48;48;48;49;48;49;137;120;121;123;118;119;118;119;120;118;119;0J;0K;0M;1E;0I;0H;0I;65;1I;;;19;20;22;50;18;17;18;221;54;;;50;51;53;81;49;48;49;252;85;;;0;
320;8200000101;C;67;2Y2N2H2F2G2F2G2F2G2F2G;‰~xvwvwvwvw;0P0J010I0H0I66060;82 101ý%;17;8;2;0;0;0;0;0;1;0;1;8;2;0;0;0;0;0;1;0;1;56;50;48;48;48;48;48;49;48;49;10;0P;0J;0H;0H;0H;0H;0H;0I;0H;0I;2Y;2N;2H;2F;2G;2F;2G;2F;2G;2F;2G;36;25;19;17;17;17;17;17;18;17;18;106;95;89;87;88;87;88;87;88;87;88;67;56;50;48;48;48;48;48;49;48;49;137;126;120;118;119;118;119;118;119;118;119;0P;0J;01;0I;0H;0I;66;06;;;;25;19;1;18;17;18;222;6;;;;56;50;32;49;48;49;253;37;;;;0;0
321;9100000101;C;67;2Y2O2G2F2G2F2G2F2G2F2G;‰wvwvwvwvw;0Q0I010I0H0I66060;91 101ý%;17;9;1;0;0;0;0;0;1;0;1;9;1;0;0;0;0;0;1;0;1;57;49;48;48;48;48;48;49;48;49;10;0Q;0I;0H;0H;0H;0H;0H;0I;0H;0I;2Y;2O;2G;2F;2G;2F;2G;2F;2G;2F;2G;36;26;18;17;17;17;17;17;18;17;18;106;96;88;87;88;87;88;87;88;87;88;67;57;49;48;48;48;48;48;49;48;49;137;127;119;118;119;118;119;118;119;118;119;0Q;0I;01;0I;0H;0I;66;06;;;;26;18;1;18;17;18;222;6;;;;57;49;32;49;48;49;253;37;;;;0;0
322;1370000101;D;68;302H2J2N2G2H2G2H2I2G2H;‹xz~wxwxywx;0I0K0O1F0I0I0H651J;137R110üV;18;1;3;7;0;0;0;0;1;0;1;1;3;7;0;0;0;0;1;0;1;49;51;55;48;48;48;48;49;48;49;11;0I;0K;0O;0H;0H;0H;0H;0I;0H;0I;30;2H;2J;2N;2G;2H;2G;2H;2I;2G;2H;37;18;20;24;17;17;17;17;18;17;18;108;89;91;95;88;89;88;89;90;88;89;68;49;51;55;48;48;48;48;49;48;49;139;120;122;126;119;120;119;120;121;119;120;0I;0K;0O;1F;0I;0I;0H;65;1J;;;18;20;24;51;18;18;17;221;55;;;49;51;55;82;49;49;48;252;86;;;0;
323;3800000101;D;68;302J2O2G2H2G2H2G2H2G2H;‹zwxwxwxwx;0K0P020I0I0H66070;38!110ý&;17;3;8;0;0;0;0;0;1;0;1;3;8;0;0;0;0;0;1;0;1;51;56;48;48;48;48;48;49;48;49;11;0K;0P;0H;0H;0H;0H;0H;0I;0H;0I;30;2J;2O;2G;2H;2G;2H;2G;2H;2G;2H;37;20;25;17;17;17;17;17;18;17;18;108;91;96;88;89;88;89;88;89;88;89;68;51;56;48;48;48;48;48;49;48;49;139;122;127;119;120;119;120;119;120;119;120;0K;0P;02;0I;0I;0H;66;07;;;;20;25;2;18;18;17;222;7;;;;51;56;33;49;49;48;253;38;;;;0;0
324;7400000101;D;68;302N2K2G2H2G2H2G2H2G2H;‹~{wxwxwxwx;0O0L020I0I0H66070;74!110ý&;17;7;4;0;0;0;0;0;1;0;1;7;4;0;0;0;0;0;1;0;1;55;52;48;48;48;48;48;49;48;49;11;0O;0L;0H;0H;0H;0H;0H;0I;0H;0I;30;2N;2K;2G;2H;2G;2H;2G;2H;2G;2H;37;24;21;17;17;17;17;17;18;17;18;108;95;92;88;89;88;89;88;89;88;89;68;55;52;48;48;48;48;48;49;48;49;139;126;123;119;120;119;120;119;120;119;120;0O;0L;02;0I;0I;0H;66;07;;;;24;21;2;18;18;17;222;7;;;;55;52;33;49;49;48;253;38;;;;0;0
325;1470000101;E;69;322I2L2O2H2I2H2I2J2H2I;Ťy|xyxyzxy;0I0L0O1G0I0H0I651K;147S101üW;18;1;4;7;0;0;0;0;1;0;1;1;4;7;0;0;0;0;1;0;1;49;52;55;48;48;48;48;49;48;49;12;0I;0L;0O;0H;0H;0H;0H;0I;0H;0I;32;2I;2L;2O;2H;2I;2H;2I;2J;2H;2I;38;18;21;24;17;17;17;17;18;17;18;110;90;93;96;89;90;89;90;91;89;90;69;49;52;55;48;48;48;48;49;48;49;141;121;124;127;120;121;120;121;122;120;121;0I;0L;0O;1G;0I;0H;0I;65;1K;;;18;21;24;52;18;17;18;221;56;;;49;52;55;83;49;48;49;252;87;;;0;
326;1560000101;E;69;322I2M2N2H2I2H2I2J2H2I;Ťy}~xyxyzxy;0I0M0N1G0I0H0I651K;156S101üW;18;1;5;6;0;0;0;0;1;0;1;1;5;6;0;0;0;0;1;0;1;49;53;54;48;48;48;48;49;48;49;12;0I;0M;0N;0H;0H;0H;0H;0I;0H;0I;32;2I;2M;2N;2H;2I;2H;2I;2J;2H;2I;38;18;22;23;17;17;17;17;18;17;18;110;90;94;95;89;90;89;90;91;89;90;69;49;53;54;48;48;48;48;49;48;49;141;121;125;126;120;121;120;121;122;120;121;0I;0M;0N;1G;0I;0H;0I;65;1K;;;18;22;23;52;18;17;18;221;56;;;49;53;54;83;49;48;49;252;87;;;0;
327;1830000101;E;69;322I2P2K2H2I2H2I2J2H2I;Ťy€{xyxyzxy;0I0P0K1G0I0H0I651K;183S101üW;18;1;8;3;0;0;0;0;1;0;1;1;8;3;0;0;0;0;1;0;1;49;56;51;48;48;48;48;49;48;49;12;0I;0P;0K;0H;0H;0H;0H;0I;0H;0I;32;2I;2P;2K;2H;2I;2H;2I;2J;2H;2I;38;18;25;20;17;17;17;17;18;17;18;110;90;97;92;89;90;89;90;91;89;90;69;49;56;51;48;48;48;48;49;48;49;141;121;128;123;120;121;120;121;122;120;121;0I;0P;0K;1G;0I;0H;0I;65;1K;;;18;25;20;52;18;17;18;221;56;;;49;56;51;83;49;48;49;252;87;;;0;
328;1920000101;E;69;322I2Q2J2H2I2H2I2J2H2I;Ťyzxyxyzxy;0I0Q0J1G0I0H0I651K;192S101üW;18;1;9;2;0;0;0;0;1;0;1;1;9;2;0;0;0;0;1;0;1;49;57;50;48;48;48;48;49;48;49;12;0I;0Q;0J;0H;0H;0H;0H;0I;0H;0I;32;2I;2Q;2J;2H;2I;2H;2I;2J;2H;2I;38;18;26;19;17;17;17;17;18;17;18;110;90;98;91;89;90;89;90;91;89;90;69;49;57;50;48;48;48;48;49;48;49;141;121;129;122;120;121;120;121;122;120;121;0I;0Q;0J;1G;0I;0H;0I;65;1K;;;18;26;19;52;18;17;18;221;56;;;49;57;50;83;49;48;49;252;87;;;0;
329;2EF0G00101;E;69;322J32332H342H2I2J2H2I;ŤzŤŽxŹxyzxy;0J12130H141E0I0H0I631G0;2EF0GQ101úS;23;2;E;F;0;G;0;0;1;0;1;2;14;15;0;16;0;0;1;0;1;50;69;70;48;71;48;48;49;48;49;12;0J;12;13;0H;14;0H;0H;0I;0H;0I;32;2J;32;33;2H;34;2H;2I;2J;2H;2I;38;19;38;39;17;40;17;17;18;17;18;110;91;110;111;89;112;89;90;91;89;90;69;50;69;70;48;71;48;48;49;48;49;141;122;141;142;120;143;120;121;122;120;121;0J;12;13;0H;14;1E;0I;0H;0I;63;1G;19;38;39;17;40;50;18;17;18;219;52;50;69;70;48;71;81;49;48;49;250;83;0;0
330;3900000101;E;69;322K2Q2H2I2H2I2H2I2H2I;Ť{xyxyxyxy;0K0Q030I0H0I66080;"39""101ý'";17;3;9;0;0;0;0;0;1;0;1;3;9;0;0;0;0;0;1;0;1;51;57;48;48;48;48;48;49;48;49;12;0K;0Q;0H;0H;0H;0H;0H;0I;0H;0I;32;2K;2Q;2H;2I;2H;2I;2H;2I;2H;2I;38;20;26;17;17;17;17;17;18;17;18;110;92;98;89;90;89;90;89;90;89;90;69;51;57;48;48;48;48;48;49;48;49;141;123;129;120;121;120;121;120;121;120;121;0K;0Q;03;0I;0H;0I;66;08;;;;20;26;3;18;17;18;222;8;;;;51;57;34;49;48;49;253;39;;;;0;0
331;4170000101;E;69;322L2I2O2H2I2H2I2J2H2I;Ť|yxyxyzxy;0L0I0O1G0I0H0I651K;417S101üW;18;4;1;7;0;0;0;0;1;0;1;4;1;7;0;0;0;0;1;0;1;52;49;55;48;48;48;48;49;48;49;12;0L;0I;0O;0H;0H;0H;0H;0I;0H;0I;32;2L;2I;2O;2H;2I;2H;2I;2J;2H;2I;38;21;18;24;17;17;17;17;18;17;18;110;93;90;96;89;90;89;90;91;89;90;69;52;49;55;48;48;48;48;49;48;49;141;124;121;127;120;121;120;121;122;120;121;0L;0I;0O;1G;0I;0H;0I;65;1K;;;21;18;24;52;18;17;18;221;56;;;52;49;55;83;49;48;49;252;87;;;0;
332;4350000101;E;69;322L2K2M2H2I2H2I2J2H2I;Ť|{}xyxyzxy;0L0K0M1G0I0H0I651K;435S101üW;18;4;3;5;0;0;0;0;1;0;1;4;3;5;0;0;0;0;1;0;1;52;51;53;48;48;48;48;49;48;49;12;0L;0K;0M;0H;0H;0H;0H;0I;0H;0I;32;2L;2K;2M;2H;2I;2H;2I;2J;2H;2I;38;21;20;22;17;17;17;17;18;17;18;110;93;92;94;89;90;89;90;91;89;90;69;52;51;53;48;48;48;48;49;48;49;141;124;123;125;120;121;120;121;122;120;121;0L;0K;0M;1G;0I;0H;0I;65;1K;;;21;20;22;52;18;17;18;221;56;;;52;51;53;83;49;48;49;252;87;;;0;
333;4E7P400101;E;69;322L322O3D2L2H2I2J2H2I;Ť|Ť|xyzxy;0L120O1D0L1E0I0H0I631G0;4E7P4Q101úS;23;4;E;7;P;4;0;0;1;0;1;4;14;7;25;4;0;0;1;0;1;52;69;55;80;52;48;48;49;48;49;12;0L;12;0O;1D;0L;0H;0H;0I;0H;0I;32;2L;32;2O;3D;2L;2H;2I;2J;2H;2I;38;21;38;24;49;21;17;17;18;17;18;110;93;110;96;121;93;89;90;91;89;90;69;52;69;55;80;52;48;48;49;48;49;141;124;141;127;152;124;120;121;122;120;121;0L;12;0O;1D;0L;1E;0I;0H;0I;63;1G;21;38;24;49;21;50;18;17;18;219;52;52;69;55;80;52;81;49;48;49;250;83;0;0
334;1390000101;F;70;342J2L2R2I2J2I2J2K2I2J;Źz|‚yzyz{yz;0I0K0Q1H0I0I0H651L;139T110üX;18;1;3;9;0;0;0;0;1;0;1;1;3;9;0;0;0;0;1;0;1;49;51;57;48;48;48;48;49;48;49;13;0I;0K;0Q;0H;0H;0H;0H;0I;0H;0I;34;2J;2L;2R;2I;2J;2I;2J;2K;2I;2J;39;18;20;26;17;17;17;17;18;17;18;112;91;93;99;90;91;90;91;92;90;91;70;49;51;57;48;48;48;48;49;48;49;143;122;124;130;121;122;121;122;123;121;122;0I;0K;0Q;1H;0I;0I;0H;65;1L;;;18;20;26;53;18;18;17;221;57;;;49;51;57;84;49;49;48;252;88;;;0;
335;1480000101;F;70;342J2M2Q2I2J2I2J2K2I2J;Źz}yzyz{yz;0I0L0P1H0I0I0H651L;148T110üX;18;1;4;8;0;0;0;0;1;0;1;1;4;8;0;0;0;0;1;0;1;49;52;56;48;48;48;48;49;48;49;13;0I;0L;0P;0H;0H;0H;0H;0I;0H;0I;34;2J;2M;2Q;2I;2J;2I;2J;2K;2I;2J;39;18;21;25;17;17;17;17;18;17;18;112;91;94;98;90;91;90;91;92;90;91;70;49;52;56;48;48;48;48;49;48;49;143;122;125;129;121;122;121;122;123;121;122;0I;0L;0P;1H;0I;0I;0H;65;1L;;;18;21;25;53;18;18;17;221;57;;;49;52;56;84;49;49;48;252;88;;;0;
336;1570000101;F;70;342J2N2P2I2J2I2J2K2I2J;Źz~€yzyz{yz;0I0M0O1H0I0I0H651L;157T110üX;18;1;5;7;0;0;0;0;1;0;1;1;5;7;0;0;0;0;1;0;1;49;53;55;48;48;48;48;49;48;49;13;0I;0M;0O;0H;0H;0H;0H;0I;0H;0I;34;2J;2N;2P;2I;2J;2I;2J;2K;2I;2J;39;18;22;24;17;17;17;17;18;17;18;112;91;95;97;90;91;90;91;92;90;91;70;49;53;55;48;48;48;48;49;48;49;143;122;126;128;121;122;121;122;123;121;122;0I;0M;0O;1H;0I;0I;0H;65;1L;;;18;22;24;53;18;18;17;221;57;;;49;53;55;84;49;49;48;252;88;;;0;
337;1660000101;F;70;342J2O2P2I2J2I2J2K2I2J;Źz€yzyz{yz;0I0N0N1H0I0I0H651L;166T110üX;18;1;6;6;0;0;0;0;1;0;1;1;6;6;0;0;0;0;1;0;1;49;54;54;48;48;48;48;49;48;49;13;0I;0N;0N;0H;0H;0H;0H;0I;0H;0I;34;2J;2O;2P;2I;2J;2I;2J;2K;2I;2J;39;18;23;23;17;17;17;17;18;17;18;112;91;96;97;90;91;90;91;92;90;91;70;49;54;54;48;48;48;48;49;48;49;143;122;127;128;121;122;121;122;123;121;122;0I;0N;0N;1H;0I;0I;0H;65;1L;;;18;23;23;53;18;18;17;221;57;;;49;54;54;84;49;49;48;252;88;;;0;
338;1750000101;F;70;342J2P2N2I2J2I2J2K2I2J;Źz€~yzyz{yz;0I0O0M1H0I0I0H651L;175T110üX;18;1;7;5;0;0;0;0;1;0;1;1;7;5;0;0;0;0;1;0;1;49;55;53;48;48;48;48;49;48;49;13;0I;0O;0M;0H;0H;0H;0H;0I;0H;0I;34;2J;2P;2N;2I;2J;2I;2J;2K;2I;2J;39;18;24;22;17;17;17;17;18;17;18;112;91;97;95;90;91;90;91;92;90;91;70;49;55;53;48;48;48;48;49;48;49;143;122;128;126;121;122;121;122;123;121;122;0I;0O;0M;1H;0I;0I;0H;65;1L;;;18;24;22;53;18;18;17;221;57;;;49;55;53;84;49;49;48;252;88;;;0;
339;1EB5H00101;F;70;342J33302N362I2J2K2I2J;ŹzŽ‹~‘yz{yz;0I120Z0M151F0I0I0H631H0;1EB5HR110úT;23;1;E;B;5;H;0;0;1;0;1;1;14;11;5;17;0;0;1;0;1;49;69;66;53;72;48;48;49;48;49;13;0I;12;0Z;0M;15;0H;0H;0I;0H;0I;34;2J;33;30;2N;36;2I;2J;2K;2I;2J;39;18;38;35;22;41;17;17;18;17;18;112;91;111;108;95;114;90;91;92;90;91;70;49;69;66;53;72;48;48;49;48;49;143;122;142;139;126;145;121;122;123;121;122;0I;12;0Z;0M;15;1F;0I;0I;0H;63;1H;18;38;35;22;41;51;18;18;17;219;53;49;69;66;53;72;82;49;49;48;250;84;0;0
340;2470000101;F;70;342K2M2P2I2J2I2J2K2I2J;Ź{}€yzyz{yz;0J0L0O1H0I0I0H651L;247T110üX;18;2;4;7;0;0;0;0;1;0;1;2;4;7;0;0;0;0;1;0;1;50;52;55;48;48;48;48;49;48;49;13;0J;0L;0O;0H;0H;0H;0H;0I;0H;0I;34;2K;2M;2P;2I;2J;2I;2J;2K;2I;2J;39;19;21;24;17;17;17;17;18;17;18;112;92;94;97;90;91;90;91;92;90;91;70;50;52;55;48;48;48;48;49;48;49;143;123;125;128;121;122;121;122;123;121;122;0J;0L;0O;1H;0I;0I;0H;65;1L;;;19;21;24;53;18;18;17;221;57;;;50;52;55;84;49;49;48;252;88;;;0;
341;2560000101;F;70;342K2N2O2I2J2I2J2K2I2J;Ź{~yzyz{yz;0J0M0N1H0I0I0H651L;256T110üX;18;2;5;6;0;0;0;0;1;0;1;2;5;6;0;0;0;0;1;0;1;50;53;54;48;48;48;48;49;48;49;13;0J;0M;0N;0H;0H;0H;0H;0I;0H;0I;34;2K;2N;2O;2I;2J;2I;2J;2K;2I;2J;39;19;22;23;17;17;17;17;18;17;18;112;92;95;96;90;91;90;91;92;90;91;70;50;53;54;48;48;48;48;49;48;49;143;123;126;127;121;122;121;122;123;121;122;0J;0M;0N;1H;0I;0I;0H;65;1L;;;19;22;23;53;18;18;17;221;57;;;50;53;54;84;49;49;48;252;88;;;0;
342;4900000101;F;70;342M2R2I2J2I2J2I2J2I2J;Ź}‚yzyzyzyz;0L0Q040I0I0H66090;49#110ý(;17;4;9;0;0;0;0;0;1;0;1;4;9;0;0;0;0;0;1;0;1;52;57;48;48;48;48;48;49;48;49;13;0L;0Q;0H;0H;0H;0H;0H;0I;0H;0I;34;2M;2R;2I;2J;2I;2J;2I;2J;2I;2J;39;21;26;17;17;17;17;17;18;17;18;112;94;99;90;91;90;91;90;91;90;91;70;52;57;48;48;48;48;48;49;48;49;143;125;130;121;122;121;122;121;122;121;122;0L;0Q;04;0I;0I;0H;66;09;;;;21;26;4;18;18;17;222;9;;;;52;57;35;49;49;48;253;40;;;;0;0
343;6700000101;F;70;342O2P2I2J2I2J2I2J2I2J;Ź€yzyzyzyz;0N0O040I0I0H66090;67#110ý(;17;6;7;0;0;0;0;0;1;0;1;6;7;0;0;0;0;0;1;0;1;54;55;48;48;48;48;48;49;48;49;13;0N;0O;0H;0H;0H;0H;0H;0I;0H;0I;34;2O;2P;2I;2J;2I;2J;2I;2J;2I;2J;39;23;24;17;17;17;17;17;18;17;18;112;96;97;90;91;90;91;90;91;90;91;70;54;55;48;48;48;48;48;49;48;49;143;127;128;121;122;121;122;121;122;121;122;0N;0O;04;0I;0I;0H;66;09;;;;23;24;4;18;18;17;222;9;;;;54;55;35;49;49;48;253;40;;;;0;0
344;8410000101;F;70;342Q2M2J2I2J2I2J2K2I2J;Ź}zyzyz{yz;0P0L0I1H0I0I0H651L;841T110üX;18;8;4;1;0;0;0;0;1;0;1;8;4;1;0;0;0;0;1;0;1;56;52;49;48;48;48;48;49;48;49;13;0P;0L;0I;0H;0H;0H;0H;0I;0H;0I;34;2Q;2M;2J;2I;2J;2I;2J;2K;2I;2J;39;25;21;18;17;17;17;17;18;17;18;112;98;94;91;90;91;90;91;92;90;91;70;56;52;49;48;48;48;48;49;48;49;143;129;125;122;121;122;121;122;123;121;122;0P;0L;0I;1H;0I;0I;0H;65;1L;;;25;21;18;53;18;18;17;221;57;;;56;52;49;84;49;49;48;252;88;;;0;
345;1490000101;G;71;362K2N2S2J2K2J2K2L2J2K;‘{~z{z{|z{;0I0L0Q1I0I0H0I651M;149U101üY;18;1;4;9;0;0;0;0;1;0;1;1;4;9;0;0;0;0;1;0;1;49;52;57;48;48;48;48;49;48;49;14;0I;0L;0Q;0H;0H;0H;0H;0I;0H;0I;36;2K;2N;2S;2J;2K;2J;2K;2L;2J;2K;40;18;21;26;17;17;17;17;18;17;18;114;92;95;100;91;92;91;92;93;91;92;71;49;52;57;48;48;48;48;49;48;49;145;123;126;131;122;123;122;123;124;122;123;0I;0L;0Q;1I;0I;0H;0I;65;1M;;;18;21;26;54;18;17;18;221;58;;;49;52;57;85;49;48;49;252;89;;;0;
346;1580000101;G;71;362K2O2R2J2K2J2K2L2J2K;‘{‚z{z{|z{;0I0M0P1I0I0H0I651M;158U101üY;18;1;5;8;0;0;0;0;1;0;1;1;5;8;0;0;0;0;1;0;1;49;53;56;48;48;48;48;49;48;49;14;0I;0M;0P;0H;0H;0H;0H;0I;0H;0I;36;2K;2O;2R;2J;2K;2J;2K;2L;2J;2K;40;18;22;25;17;17;17;17;18;17;18;114;92;96;99;91;92;91;92;93;91;92;71;49;53;56;48;48;48;48;49;48;49;145;123;127;130;122;123;122;123;124;122;123;0I;0M;0P;1I;0I;0H;0I;65;1M;;;18;22;25;54;18;17;18;221;58;;;49;53;56;85;49;48;49;252;89;;;0;
347;1670000101;G;71;362K2P2Q2J2K2J2K2L2J2K;‘{€z{z{|z{;0I0N0O1I0I0H0I651M;167U101üY;18;1;6;7;0;0;0;0;1;0;1;1;6;7;0;0;0;0;1;0;1;49;54;55;48;48;48;48;49;48;49;14;0I;0N;0O;0H;0H;0H;0H;0I;0H;0I;36;2K;2P;2Q;2J;2K;2J;2K;2L;2J;2K;40;18;23;24;17;17;17;17;18;17;18;114;92;97;98;91;92;91;92;93;91;92;71;49;54;55;48;48;48;48;49;48;49;145;123;128;129;122;123;122;123;124;122;123;0I;0N;0O;1I;0I;0H;0I;65;1M;;;18;23;24;54;18;17;18;221;58;;;49;54;55;85;49;48;49;252;89;;;0;
